Category ID	Category Name	Number	Name	Year Released	Weight (in Grams)	Dimensions
399	Storage	2777	Storage Bucket FreeStyle, Large with Handle	?	526	24 x 24 x 27
399	Storage	2778	Storage Bucket FreeStyle Lid Large, 'LEGO' on Studs	?	120	21.27 x 21.27 x 3.8
399	Storage	6867c01	Storage Suitcase Oval (Empty)	1993	495	30 x 25 x 11.5
252	Game	x268pb01	Die, 6 Sides with Set 1575-2 Board Game Pattern	1987	?	? x ? x ?
252	Game / Time Cruisers / Twisters	03096	LEGO Time Cruisers Board Game	1997	1005	48.2 x 24.7 x 6.3
241	Pen / Star Wars	P1709	SW Darth Vader Pen 2002	2002	?	19.6 x 8.9 x 4.6
241	Pen / Star Wars	P1710	SW R2-D2 Pen 2002	2002	?	19.6 x 8.9 x 4.6
241	Pen / Star Wars	P1711	SW C-3PO Pen	2002	?	19.6 x 8.9 x 4.6
241	Pen / Star Wars	P1712	SW Anakin Skywalker Pen	2002	?	19.6 x 8.9 x 4.6
241	Pen / Star Wars	P1713	SW Jango Fett Pen	2002	?	19.6 x 8.9 x 4.6
241	Pen / Star Wars	P1714	SW Clone Trooper Pen	2002	?	19.6 x 8.9 x 4.6
241	Pen	P1533	Minifigure Faces Pen	2001	?	? x ? x ?
241	Pen	P1539	Classic II Pen	2001	135.1	? x ? x ?
241	Pen / Racers	P1546	Racers Pen 2002	2002	?	? x ? x ?
252	Game / BIONICLE	questnest	BIONICLE Quest for the Nest (Toys "R" Us Exclusive)	2002	?	11.7 x 21.2 x 3.2
14	Magnet	B014	Magnet Flat Set, Minifigure Designs (4)	?	?	? x ? x ?
334	Key Chain / Town / Town Jr. / Coast Guard	3918	Coast Guard Female Key Chain	2002	8	? x ? x ?
334	Key Chain / Pirates / Pirates I	3983	Pirate Captain Red Beard (Captain Roger) Key Chain	?	10.5	? x ? x ?
399	Storage	6840c01	Brick Vac	1991	460	? x ? x ?
241	Pen / Technic	x245px1	Pen Simple, Black with White 'Technic' Text Pattern	?	10	? x ? x ?
473	Sports / Soccer	bb0080pb01	Ball, Inflatable Soccer Ball, Mini - Red, Yellow, Blue Pentagons Pattern	2000	?	? x ? x ?
334	Key Chain / Town / Classic Town / Fire	KC022	Fireman Key Chain	1989	6	? x ? x ?
472	Card, Postcard / Star Wars / Star Wars Episode 1	928181	Postcard - Star Wars Use the Force - Darth Maul	1999	4	14.8 x 10.5 x 0.02
472	Card, Postcard / Star Wars / Star Wars Episode 1	928179	Postcard - Star Wars Set 7161 Gungan Sub	1999	4	14.8 x 10.5 x 0.02
472	Card, Postcard / Star Wars / Star Wars Episode 1	928180	Postcard - Star Wars Set 7171 Mos Espa Pod Race	1999	4	14.8 x 10.5 x 0.02
472	Card, Postcard / Star Wars / Star Wars Episode 1	928123	Postcard - Star Wars Set 7101 Lightsaber Duel	1999	4	14.8 x 10.5 x 0.02
472	Card, Postcard / Star Wars / Star Wars Episode 1	928174	Postcard - Star Wars Set 7111 Droid Starfighter	1999	4	14.8 x 10.5 x 0.02
472	Card, Postcard / Star Wars / Star Wars Episode 1	928176	Postcard - Star Wars Set 7131 Anakin's Pod Racer	1999	4	14.8 x 10.5 x 0.02
712	Video Game / Racers / Drome Racers	14560	Drome Racers - Sony PS2	2002	?	13.7 x 19.2 x 1.4
712	Video Game / Racers / Drome Racers	14559	Drome Racers - PC CD-ROM	2002	?	? x ? x ?
712	Video Game / Galidor	14561	Galidor: Defenders of the Outer Dimension - Nintendo Game Boy Advance (US only)	2002	?	? x ? x ?
712	Video Game / BIONICLE	14554	BIONICLE: Matoran Adventures - Nintendo Game Boy Advance	2002	?	? x ? x ?
503	Poster / Sports / Soccer	p02soccer	Soccer Poster 2002 (480 x 680 mm)	2002	?	? x ? x ?
180	Software / Studios	4330427	Studios Set 1349 Demo CD-ROM	2001	24	? x ? x ?
1111	Clothing Accessories / Sports / Soccer	socvisor	Visor, Cardboard with Rubber Band, Soccer	?	?	? x ? x ?
472	Card, Postcard / Star Wars / Star Wars Episode 4/5/6	927528	Postcard - Star Wars Set 7150 / 7152 TIE Fighter and Y-wing	1999	4	14.8 x 10.5 x 0.02
398	Human Furniture / Educational & Dacta	1007	Wallboard Activity Bins - fits 1008	1985	?	? x ? x ?
398	Human Furniture / Educational & Dacta	1008	Duplo Plates for Wallboard (38 x 76 cm each)	1985	5300	83.5 x 39 x 3.5
241	Pen / Star Wars	P1727	SW Chewbacca Pen 2002	2002	?	19.6 x 8.9 x 4.6
241	Pen / Star Wars	P1728	SW Darth Maul Pen	2002	?	19.6 x 8.9 x 4.6
252	Game / Racers	31378	Racers Super Speedway Board Game Deluxe	2001	1295	27 x 27 x 6.5
252	Game / BIONICLE	26374	BIONICLE Bohrok Swarm: Trading Card Game - Blue Pack	2002	234	14.73 x 11.43 x 3.55
252	Game / BIONICLE	26377	BIONICLE Bohrok Swarm: Trading Card Game - Red Pack	2002	234	14.73 x 11.43 x 3.55
252	Game / BIONICLE	26379	BIONICLE Bohrok Swarm: Trading Card Game - Green Pack	2002	234	14.7 x 11.5 x 3.6
252	Game / BIONICLE	K26374	BIONICLE Bohrok Swarm: Trading Card Game - Complete Set	2002	?	? x ? x ?
543	Clothing, Adult / BIONICLE	TS18	T-Shirt, Bionicle Yellow	?	?	? x ? x ?
543	Clothing, Adult / BIONICLE	TS21	T-Shirt, Bionicle Long Sleeve	?	?	? x ? x ?
1111	Clothing Accessories / BIONICLE	M7301	Shoe - Bionicle Mask Lewa for Bionicle Sneakers	?	?	? x ? x ?
1111	Clothing Accessories / BIONICLE	M7401	Shoe - Bionicle Mask Gali for Bionicle Sneakers	?	?	? x ? x ?
543	Clothing, Adult / BIONICLE	S6001	Shoe - BIONICLE Tahu Sneaker	?	?	? x ? x ?
252	Game / BIONICLE	28781	BIONICLE Toa Nuva Reconstruct: Trading Card Game - Red Pack	2002	?	? x ? x ?
252	Game / BIONICLE	28783	BIONICLE Toa Nuva Reconstruct: Trading Card Game - Blue Pack	2002	?	? x ? x ?
252	Game / BIONICLE	28785	BIONICLE Toa Nuva Reconstruct: Trading Card Game - Green Pack	2002	?	? x ? x ?
998	Playmat	M100	Playmat, Build-Your-Own Playmat (Build Your Own Play Mat)	1998	2475	62.8 x 47.2 x 3.8
