Category ID	Category Name	Number	Name	Year Released	Weight (in Grams)
361	1986	m86eu1	1986 Mini European (113283-EU)	1986	5
360	1985 / Train	m85eutr	1985 Mini Train European (110083)	1985	4.8
358	1983 / Town / Classic Town	m83euto	1983 Mini Town European (119583-EU)	1983	3.3
357	1982 / Town / Classic Town	m82euto	1982 Mini Town European (113783-EU)	1982	3.2
356	1981 / Technic / Expert Builder	c81ust	1981 Medium Technic Expert Builder (110517/110617-US)	1981	9.9
360	1985	c85dk	1985 Large Danish (94350-DK)	1985	67.7
352	1977	m77us	1977 Mini US (98764-US)	1977	3.4
373	1998	m98na	1998 Mini North America (4112642-NA)	1998	4.22
356	1981	c81us2	1981 Medium US Square (111717-US)	1981	9
357	1982	c82us2	1982 Medium US Square (114917-US)	1982	8
491	2003	4200372	2003 Insert - Shop at Home - Basketball (4200372)	2003	4.3
378	2002	4170586	2002 Insert - Shop at Home - Train (4170586)	2002	4.4
515	2004	4233851	2004 Insert - Shop at Home - Designer Sets (4233851)	2004	4.3
373	1998	4114949	1998 Insert - LEGO Club - US/Canadian (4114949)	1998	5.8
374	1999	4126716	1999 Insert - LEGO Direct - US/Canadian with Set 6459 (4126716)	1999	8.74
491	2003	4216552	2003 Insert - FIRST LEGO League Tournament	2003	2
377	2001	4151443	2001 Insert - Shop at Home - Minifigure (4151443)	2001	4.4
375	2000	4130248	2000 Insert - LEGO Club - US/Canadian (4130248)	2000	5.34
351	1976	c76fr	1976 Large French (98.400-Fr)	1976	26
355	1980 / Technic	c80nlt	1980 Medium Technic Dutch (99810-NL.)	1980	?
515	2004	c04sah4	2004 Shop at Home - Fall (WOR U-1896)	2004	159
371	1996	c96de	1996 Large German (Mit Teilnahmeschein für die 13. Deutsche LEGO Meisterschaft - 924.714-D)	1996	102
356	1981 / DUPLO	c81nldup	1981 Medium Duplo Dutch (93000 NL)	1981	13.6
491	2003	c03nl1	2003 Large Dutch January - July (420.6632-NL)	2003	?
378	2002 / Explore	c02nl2exp	2002 Large Dutch Explore June - December (419.0388-NL)	2002	?
378	2002	c02nl2	2002 Large Dutch August - December (419.2945-NL)	2002	140
491	2003	c03sah5nl	2003 Shop at Home - Winter Dutch (WOR U-1075)	2003	?
515	2004	c04fr2	2004 Large French June - December (425.8466-FR)	2004	142
358	1983	c83usdc	1983 Dealer Large US	1983	140
359	1984	m84us	1984 Mini US (104517-US)	1984	4.9
360	1985	c85spg	1985 Medium Spanish / Portuguese / Greek (IB (E-P-Gr) 110384/110484)	1985	44
360	1985	c85pt	1985 Medium Portuguese (IB (P) 110310/110410)	1985	47
360	1985	c85os	1985 Medium Overseas (110585/110686-OS (UK/F/E))	1985	44
361	1986	c86pt	1986 Medium Portuguese (IB (P) 115710/115810)	1986	46
361	1986	c86uspg	1986 Medium Parents Guide US (112517/112617-US)	1986	38.7
363	1988	c88uspg	1988 Medium Parents Guide US (100117/100217)	1988	26
366	1991	c91pt	1991 Medium Portuguese (IB (P) 834110)	1991	36
373	1998	c98blx	1998 Medium Benelux (926.112-BLX(dutch))	1998	52
362	1987	c87usdc	1987 Dealer Large US	1987	149
350	1975	c75de	1975 Large German (98200-Ty.*) #1	1975	26
354	1979	m79us	1979 Mini US (104117-US)	1979	3.2
352	1977	c77de	1977 Large German 37 (98.760-D)	1977	25
367	1992	c92dedcn	1992 Dealer Catalog Novelties (922293-D)	1992	56
367	1992	c92dedc2	1992 Dealer Large German 24 page, 'Novelties' (922220-D)	1992	113
367	1992	c92dedc	1992 Dealer Large German	1992	733
367	1992	c92dedc3	1992 Dealer Large German Commerical	1992	168
348	1973	c73fr	1973 Large French (97520-Fr)	1973	25.6
356	1981	m81ca	1981 Mini Canadian	1981	3.1
345	1970	c70eu	1970 Large European (3451-EU)	1970	12
344	1969	c69eu	1969 Large European (3351-Eu)	1969	13.1
347	1972	c72os1	1972 Medium Overseas Foldout (97320-OS (Eng.))	1972	?
350	1975	c75it	1975 Large Italian (98200-IT)	1975	?
364	1989 / Town / Classic Town	m89euto	1989 Mini Town European (108383-EU)	1989	5
515	2004 / Holiday & Event / Christmas	c04sah5fr	2004 Shop at Home - Christmas - French Fêtes (Fetes)	2004	110
370	1995	c95in	1995 Insert - Shop at Home - US/Canadian (822681)	1995	5.9
374	1999	c99usdc	1999 Dealer Large US	1999	208
359	1984	c84usdc	1984 Dealer Large US	1984	146
360	1985	c85sah	1985 Shop at Home - Mail Order Service	1985	?
361	1986	c86sah1	1986 Shop at Home - Mail Order Service - Large	1986	?
361	1986	c86sah2	1986 Shop at Home - Mail Order Service - Small	1986	?
362	1987	c87sah	1987 Shop at Home - Mail Order Service	1987	34
363	1988	c88sah2	1988 Shop at Home - Small	1988	8.39
368	1993	c93capg	1993 Medium Parents Guide Canadian (114918/115018-CA)	1993	28
353	1978	c78uk	1978 Large UK (100303/100403-UK)	1978	20
351	1976	c76uk2	1976 Medium UK Foldout (98405 - Eng)	1976	17
351	1976	m76uk	1976 Mini UK (98540-Eng)	1976	3.3
368	1993 / Space	m93space2	1993 Mini Space (114117-US)	1993	4.6
346	1971	c71it	1971 Medium Italian (97260-It)	1971	3.2
374	1999 / Technic	c99int	1999 Large Technic International	1999	?
373	1998 / Technic	c98nat	1998 Medium Technic North America (4112637/4112638/4112639-NA)	1998	8.6
374	1999	c99it	1999 Large Italian	1999	62
375	2000	c00de2	2000 Large German August - December (4325086-DE)	2000	138
373	1998	c98de1	1998 Large German #2 (926100 D)	1998	118
362	1987 / Service Packs	s87eu2	1987 Medium Service Packs GB/F/NL/B (151178/151278)	1987	5.6
370	1995 / Service Packs	s95au	1995 Medium Service Packs Australian (923966-B)	1995	?
371	1996 / Service Packs	s96uk	1996 Medium Service Packs UK (924.716-UK)	1996	11.3
372	1997 / Service Packs	s97uk	1997 Medium Service Packs UK (925.228-UK)	1997	15
374	1999 / Service Packs	s99au	1999 Medium Service Packs Australian (927.181-AUS)	1999	9
371	1996	c96at	1996 Large Austrian (924.714-A)	1996	98
371	1996 / FreeStyle	c96na3	1996 Medium FreeStyle North America (4.103.761/4.103.762-NA)	1996	17.7
370	1995 / FreeStyle	c95na3	1995 Medium FreeStyle North America (4.100.002/4.100.003-NA)	1995	19
367	1992 / DUPLO	c92eudup2	1992 Medium Duplo European (100178/100278 EU-III (UK/F/B/NL))	1992	?
367	1992	c92eu4	1992 Medium European (100778/100878 EU-III (UK/F/B/NL))	1992	28.76
368	1993 / Technic	c93eutec1	1993 Medium Technic European Foldout (109378/109478-EU (UK/F/NL))	1993	20.6
365	1990	c90usm2	1990 Medium US (114717/114817)	1990	30
365	1990	c90uspg	1990 Medium Parents Guide US (114517/114617)	1990	28.2
378	2002	c02ja	2002 Large Japanese (417.8510-J)	2002	?
377	2001	c01ja3	2001 Large Japanese (4328452) Ages 0-6	2001	?
377	2001	c01ja3t	2001 Large Japanese (4328455) Ages 0-6, printed for Toys "R" Us	2001	?
377	2001	c01ja2	2001 Large Japanese (4328456)	2001	?
377	2001	c01ja	2001 Large Japanese (4169543-JA)	2001	25.6
375	2000 / Sports / Soccer	c00jafb	2000 Large Football / Soccer Japanese	2000	?
353	1978	c78au	1978 Large Australian (100322/100422-AUS)	1978	?
355	1980	c80auit	1980 Large Australian / Italian (106178/106278-EU III (Aus/I))	1980	40.6
358	1983	c83au	1983 Large Australian (93500-AUS)	1983	66
368	1993 / Service Packs	s93au	1993 Medium Service Packs Australian (922711-AUS)	1993	?
370	1995	c95au	1995 Large Australian (923.963-AUS)	1995	107
371	1996 / Service Packs	s96au	1996 Medium Service Packs Australian (924.716-AUS)	1996	?
372	1997	c97au	1997 Large Australian (925.375-AUS)	1997	104
373	1998	c98au	1998 Large Australian (926.100-AUS)	1998	95
341	1966	c66uk	1966 UK (3151-En)	1966	15
374	1999 / DUPLO	c99dup	1999 Medium Duplo (4112693/4112694-IN)	1999	?
373	1998 / Primo	c98mpin	1998 Medium Primo International (4112658/4112661-IN)	1998	?
372	1997	c97ko	1997 Medium Korean (4.108.500/4.108.501-KO)	1997	?
372	1997	c97int	1997 Medium International (4108492/4108493-LO)	1997	?
372	1997 / DUPLO	c97eudup2	1997 Medium Duplo European (4108474/4108475-EU)	1997	13
372	1997 / Primo	c97mpeu	1997 Medium Primo European (4108472/4108473-EU)	1997	15.1
355	1980	c80au	1980 Medium Australian (99870-AUS)	1980	35
356	1981	c81au1	1981 Medium Australian (93.100-AUS)	1981	?
356	1981	c81au2	1981 Medium Australian (93050-AUS)	1981	?
356	1981	c81eu3	1981 Medium European (109978/110078 EU III (UK/F/NL))	1981	18
356	1981	c81ca	1981 Medium Canadian	1981	23
357	1982	c82ca	1982 Medium Canadian	1982	22.7
357	1982 / Technic	c82betec	1982 Medium Technic Belgian (115378/115478-(B))	1982	24
356	1981	c81eu2	1981 Medium European (109982/110082 EU II (D/F/I))	1981	18
361	1986	c86au2	1986 Medium Australian (116722-AUS)	1986	?
361	1986	c86os	1986 Medium Overseas (116785/116885-OS (UK/F/E))	1986	46
361	1986	c86eu2	1986 Small European (114582/114682-EU II (D/A/CH/F/I))	1986	21
362	1987 / Technic	c87eut3	1987 Medium Technic European (150978/151078 EU III (UK/F/B/NL))	1987	22.6
362	1987 / Technic	c87eut2	1987 Medium Technic European (150982/151082. EU II - (D/A/CH/F/I))	1987	23
362	1987	c87ja	1987 Medium Japanese (153108/153208)	1987	?
362	1987	c87eu2	1987 Medium European (150782/150882-EU II (D/A/CH/F/I))	1987	34
362	1987	c87eu3	1987 Medium European (150778/150878-EU III (UK/F/B/NL))	1987	34
363	1988	c88os	1988 Medium Overseas (103385/103485-OS)	1988	41
343	1968	c68uk	1968 Large UK (3310-England)	1968	10
345	1970 / Samsonite	c70ca	1970 Large Canadian Samsonite (3551-CA)	1970	13.4
344	1969	c69uk1	1969 Large UK	1969	6.9
346	1971	c71au	1971 Large Australian	1971	10
354	1979 / Technic	c79aut	1979 Medium Technic Australian (103322-AUS.)	1979	?
353	1978 / Technic	c78det	1978 Medium Technic German (100513/100613-D)	1978	8.3
354	1979 / Scala	c79auscala	1979 Medium Scala Australian (104322/104422-AUS)	1979	?
355	1980 / Scala	c80auscala	1980 Scala Australian (99.820-AUS)	1980	?
355	1980 / Technic	c80eut	1980 Medium Technic European (106579/106679-EU III (UK/AUS/I))	1980	13
355	1980	c80us2	1980 Medium US Assortment Guide (106917/107017-US)	1980	7
355	1980 / Technic / Expert Builder	c80usex	1980 Medium Technic Expert Builder (106517/106617-US)	1980	8.2
362	1987 / Educational & Dacta	c87dac	1987/1988 Medium DACTA (151383/151483)	1987	14
372	1997 / FreeStyle	c97euF	1997 Medium FreeStyle European (4108476/4108477-EU)	1997	?
373	1998 / DUPLO	c98indup	1998 Medium Duplo International (4112601/4112602-IN)	1998	10
374	1999 / Primo	c99mpde	1999 Medium Primo International (4112689/4112690-IN)	1999	14
370	1995	c95usl	1995 Large US - Legomania (923580-US)	1995	?
367	1992 / Service Packs	s92eu2	1992 Medium Service Packs GB/F/NL/B (101178/101278)	1992	8
378	2002 / Studios	m02stud	2002 Mini Studios (4172461/4172462)	2002	4.5
378	2002	c02sah3a	2002 Shop at Home - Summer - Extreme Summer	2002	115
515	2004	c04sah5	2004 Shop at Home - Holiday (WOR U-1997)	2004	164
515	2004	c04sah5s	2004 Shop at Home - Holiday (WOR U-2172) - (small)	2004	?
373	1998	c98uspg	1998 Medium Parents Guide US	1998	5.3
364	1989 / DUPLO	c89ukdup	1989 Medium Duplo UK (921161-UK)	1989	25
375	2000	c00us	2000 Large US Guide - Spring	2000	83
374	1999	c99guide	1999 Very Large Lego Company Guide	1999	?
374	1999	c99ja	1999 Large Japanese (927.274-JA)	1999	80
356	1981	c81us	1981 Medium US (109917/110017-US)	1981	17.46
358	1983	c83us	1983 Medium US (119717/119817-US)	1983	17
375	2000	c00sahcc	2000 Shop at Home - Collector's Classics	2000	16
377	2001	c01uspg	2001 Medium Parents Guide US	2001	5.1
491	2003	c03sah3c	2003 Shop at Home - Summer -  Version C	2003	138
515	2004	c04sah1a	2004 Shop at Home - January - Version B	2004	?
515	2004	c04sah6	2004 Shop at Home - Holiday - Ultimate Gifts (WOR U-2142)	2004	101
365	1990	c90uk	1990 Large UK (921388-UK)	1990	76
364	1989	c89uk3	1989 Large UK (921165-UK)	1989	70
356	1981	c81eu	1981 Medium European Square (111183-EU)	1981	6
356	1981	m81ja	1981 Mini Japanese (112908-JA)	1981	?
366	1991	c91sah2	1991 Shop at Home - Holiday	1991	120
365	1990	c90sah2	1990 Shop at Home - Holiday	1990	85
358	1983 / Technic / Expert Builder	c83ebm	1983 Insert - Expert Builder Offer	1983	?
364	1989	c89mfr	1989 Medium French	1989	?
544	2005	c05sah1	2005 Shop at Home - January	2005	?
363	1988	c88nl2	1988 Medium Dutch (101106/101206-EU IV (NL))	1988	30
491	2003	4200371	2003 Insert - Shop at Home - Train (4200371)	2003	4.5
491	2003	4216103	2003 Insert - Internet Survey Promotion (4216103)	2003	1.8
544	2005	c05nl1	2005 Large Dutch January - August (427.7335-NL)	2005	113
371	1996 / Technic	c96nat2	1996 Medium Technic North America (4.103.765/4.103.766-NA)	1996	8.8
368	1993 / Technic	c93ustec	1993 Medium Technic US (113517/113617-US)	1993	9.48
365	1990 / Space	m90eusp	1990 Mini Space European (113283-EU)	1990	5
363	1988 / Town / Classic Town	m88usto	1988 Mini Town (100617-US)	1988	4.7
363	1988 / Town / Classic Town	m88euto	1988 Mini Town European (101883-EU)	1988	5.1
365	1990 / Space	m90ussp	1990 Mini Space (114117-US)	1990	4.9
370	1995 / Town / Classic Town	m95euto	1995 Mini Town (4.100.043-EU/OS)	1995	4.8
365	1990 / Town / Classic Town	m90usto	1990 Mini Town (114017-US)	1990	4.8
371	1996 / Technic	c96LDin	1996 Insert - Lego Direct - US/Canadian Technic (4103354)	1996	5.7
366	1991	c91dkdc	1991 Dealer Danish	1991	?
367	1992	c92dkdc	1992 Dealer Danish	1992	?
368	1993	c93dkdc	1993 Dealer Large Danish	1993	?
378	2002	c02csmar	2002 Lego Club Shop March / April	2002	22
361	1986 / Technic	c86detec	1986 Medium Technic German (105313-D)	1986	19
363	1988 / Technic	c88detec1	1988 Medium Technic German Foldout (921154-D)	1988	20
378	2002 / Star Wars	m02sw	2002 Mini Star Wars (4172446/4172447)	2002	4.5
377	2001 / Dinosaurs	m01dino	2001 Mini Dinosaurs (4155531/4155532)	2001	4.5
377	2001 / Star Wars	m01sw	2001 Mini Star Wars (4155511/4155505)	2001	4.6
377	2001 / Racers	m01race	2001 Mini Racers (4155516/4155513)	2001	4.5
375	2000 / Technic	c00tech	2000 Medium Technic (4130225-IN)	2000	10.3
377	2001 / Technic	m01tec	2001 Mini Technic (4130265)	2001	4.4
375	2000 / MINDSTORMS	m00mind	2000 Mini Mindstorms (4156572)	2000	4.5
375	2000 / Race	m00race1	2000 Mini Race (4130231/4130219-IN)	2000	4.5
375	2000 / Star Wars	m00sw	2000 Mini Technic Star Wars (4130240/4130222-IN)	2000	4.5
375	2000 / Universal Building Set / Classic Basic	m00bas	2000 Mini Basic (4130229/4124599-IN)	2000	4.5
375	2000	m00multi	2000 Mini Multi Theme (4130232/4130220)	2000	4.4
375	2000 / Castle / Knights Kingdom I	m00kk1	2000 Mini Knights' Kingdom (4130235/4130201-IN)	2000	4.5
375	2000 / Town / Town Jr.	m00city	2000 Mini City (4130230/4130200-IN)	2000	4.5
375	2000 / Star Wars	m00sw2	2000 Mini Star Wars (4130236/4130203-IN)	2000	4.5
374	1999 / MINDSTORMS	c99mind	1999 Medium Mindstorms (4124580/4124581-IN)	1999	4.38
374	1999 / Rock Raiders	m99rr	1999 Mini Rock Raiders (4124530-IN)	1999	4.4
374	1999 / Star Wars	m99sw1	1999 Mini Star Wars (4124528-IN)	1999	4.6
374	1999 / Star Wars	m99sw2	1999 Mini Star Wars (4124579-IN)	1999	4.4
374	1999 / Star Wars	c99sw1	1999 Medium Star Wars (4124505/4124506-IN)	1999	10.3
374	1999 / Star Wars	c99sw2	1999 Medium Star Wars (4124578-IN)	1999	10.1
374	1999 / Train	m99train	1999 Mini Train (4124531-IN)	1999	4
374	1999 / Universal Building Set / Classic Basic	c99basic	1999 Medium Basic (4112695/4112696-IN)	1999	10.3
374	1999 / Universal Building Set / Classic Basic	m99basic2	1999 Mini Basic (4124558-IN)	1999	4.5
374	1999 / Technic / Throwbot / Slizer	c99techsliz	1999 Medium Technic Throwbot / Slizer Foldout (4124569-IN)	1999	9
374	1999 / Ninja	m99ninja	1999 Mini Ninja (4124527-IN)	1999	4.5
374	1999 / Technic	m99tech	1999 Mini Technic (4124533-IN)	1999	4.5
374	1999 / Technic / Throwbot / Slizer	m99techsliz	1999 Mini Technic Throwbot / Slizer (4124536-IN)	1999	4.5
374	1999 / Town / Space Port	c99spp	1999 Medium Space Port (4124501/4125502-IN)	1999	10.1
374	1999	c99resq	1999 Medium Res-Q / Extreme Team (4112699/4112700-IN)	1999	10.2
374	1999 / Town / Town Jr.	c99city	1999 Medium City (4112697/4112698-IN)	1999	10.3
374	1999 / Town / Space Port	m99spp2	1999 Mini Space Port (4124526-IN)	1999	4.4
374	1999 / Adventurers / Desert	m99adv	1999 Mini Adventurers (4124529-IN)	1999	4.5
374	1999 / Town / Town Jr.	m99city2	1999 Mini City (4124524-IN)	1999	4.38
373	1998 / Extreme Team	m98et	1998 Mini Extreme Team (4112657-IN)	1998	4.4
373	1998 / Adventurers / Desert	m98adv	1998 Mini Adventurers (4112621-IN)	1998	4.6
